2643,1,3148890
2892,2,629781
1512,3,5409982
898,4,2384855
2986,5,2548017
1163,6,1961896
2614,7,907544
2022,8,546748
78,9,1856206
1168,10,1888161
135,11,522681
2171,12,5295848
2443,13,4228728
1102,14,2559389
2790,15,999928
2229,16,989425
431,17,3779302
293,18,1560825
653,19,613439
2062,20,2658447
211,21,673411
1901,22,2660118
1074,23,3570824
2085,24,2806428
2729,25,2471466
1810,26,4566040
1035,27,4148448
1017,28,3149202
1470,29,2649642
1895,30,2443234
2259,31,3779302
973,32,2588368
2367,33,2944578
21,34,3174747
1493,35,5470348
2004,36,1277909
45,37,4926566
1395,38,4332139
325,39,3288981
1915,40,2341635
75,41,585976
1948,42,4157531
510,43,5273266
790,44,2259651
2200,45,1282413
1424,46,1771873
949,47,4536548
913,48,4381990
332,49,2680558
1111,50,2504898
379,51,988877
2630,52,4592292
951,53,4223927
715,54,4954700
2117,55,3221954
462,56,965582
781,57,5213291
2640,58,1332837
902,59,1630402
2732,60,4682417
1356,61,1160758
1794,62,1344206
350,63,1474425
766,64,1114643
2324,65,790031
1008,66,5401892
494,67,1010937
884,68,5420596
1848,69,1600440
2577,70,2249947
1194,71,5236160
1495,72,4854352
2275,73,756795
2713,74,3011651
2789,75,4498422
2010,76,1307610
2211,77,3770156
2389,78,5384773
103,79,2324397
460,80,5097920
993,81,3170795
146,82,5131045
186,83,2897313
1508,84,608875
2999,85,693024
1921,86,2119807
32,87,3802232
1571,88,3462205
2232,89,2691583
2726,90,4791307
727,91,2866689
2381,92,1837010
1346,93,2697732
1420,94,1473178
1148,95,3128246
2919,96,4583489
22,97,1086389
178,98,3991000
763,99,2807931
2354,100,3031387
2678,101,3033893
1648,102,4834058
2348,103,4914846
1558,104,2095912
1846,105,2101228
2634,106,2396943
1911,107,1007127
1136,108,3781998
1044,109,2750897
1371,110,3079329
665,111,1734471
2844,112,1207851
1488,113,3803874
107,114,1054291
1940,115,1059962
1498,116,4986328
2636,117,5090936
842,118,4022481
1203,119,4054823
1388,120,4584358
732,121,3866294
1057,122,4327653
2106,123,2557036
1030,124,2446594
397,125,4524713
2367,126,528494
1122,127,3163988
1085,128,2729106
874,129,4601766
698,130,4544680
2450,131,3577170
1360,132,5423414
762,133,4389648
537,134,3459752
1087,135,1170053
2938,136,4381194
1467,137,4122705
1881,138,3691359
2316,139,3930484
2405,140,5125920
1410,141,1870109
92,142,3430484
2562,143,1350865
1895,144,1960200
1192,145,2052341
1146,146,2921324
1417,147,2087800
2800,148,545226
1678,149,635743
732,150,4669028
2364,151,1713070
450,152,3604072
337,153,4832688
2435,154,552018
1617,155,3512676
7,156,2836766
814,157,3717380
2213,158,700329
1822,159,4039538
2222,160,738596
1382,161,5156610
160,162,3084531
2973,163,4459998
1366,164,4171304
1995,165,2965850
2197,166,1667798
1520,167,2313557
161,168,1497557
2201,169,4373640
301,170,916498
1436,171,2797358
1122,172,1394384
2533,173,1513104
